npa,country_code,country_name,state_province_code,state_province_name,region,created_at,updated_at,notes,is_active
730,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
731,US,United States,TN,Tennessee,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
732,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
734,US,United States,MI,Michigan,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
737,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
738,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
740,US,United States,OH,Ohio,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
742,CA,Canada,ON,Ontario,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
743,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
747,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
748,US,United States,CO,Colorado,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
753,CA,Canada,ON,Ontario,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
754,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
757,US,United States,VA,Virginia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
758,LC,Saint Lucia,LC,St Lucia,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
760,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
762,US,United States,GA,Georgia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
763,US,United States,MN,Minnesota,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
765,US,United States,IN,Indiana,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
767,DM,Dominica,DM,Dominica,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
769,US,United States,MS,Mississippi,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
770,US,United States,GA,Georgia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
771,US,United States,DC,District of Columbia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
772,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
773,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
774,US,United States,MA,Massachusetts,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
775,US,United States,NV,Nevada,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
778,CA,Canada,BC,British Columbia,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
779,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
780,CA,Canada,AB,Alberta,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
781,US,United States,MA,Massachusetts,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
782,CA,Canada,NS,Nova Scotia,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
784,VC,Saint Vincent and the Grenadines,VC,St Vincent and Grenadines,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
785,US,United States,KS,Kansas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
786,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
787,US,United States,PR,PR,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
801,US,United States,UT,Utah,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
802,US,United States,VT,Vermont,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
803,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
804,US,United States,VA,Virginia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
805,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
806,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
807,CA,Canada,ON,Ontario,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
808,US,United States,HI,Hawaii,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
809,DO,Dominican Republic,DR,Dominican Republic,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
810,US,United States,MI,Michigan,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
812,US,United States,IN,Indiana,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
813,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
814,US,United States,PA,Pennsylvania,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
815,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
816,US,United States,MO,Missouri,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
817,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
818,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
819,CA,Canada,QC,Quebec,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
820,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
821,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
825,CA,Canada,AB,Alberta,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
826,US,United States,VA,Virginia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
828,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
829,DO,Dominican Republic,DO,Dominican Republic,Caribbean,2025-06-28 23:26:21.081586+00,2025-07-25 02:02:05.038082+00,Cleared via admin interface,true
830,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
831,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
832,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
835,US,United States,PA,Pennsylvania,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
837,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
838,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
839,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
840,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
843,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
845,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
847,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
848,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
849,DO,Dominican Republic,DO,Dominican Republic,Caribbean,2025-06-28 23:26:21.081586+00,2025-07-25 02:02:05.038082+00,Cleared via admin interface,true
850,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
854,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
856,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
857,US,United States,MA,Massachusetts,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
858,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
859,US,United States,KY,Kentucky,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
860,US,United States,CT,Connecticut,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
861,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
862,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
863,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
864,US,United States,SC,South Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
865,US,United States,TN,Tennessee,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
867,CA,Canada,NT,Northwest Territories,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
868,TT,Trinidad and Tobago,TT,Trinidad and Taboago,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
869,KN,Saint Kitts and Nevis,KN,St Kitts and Nevis,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
870,US,United States,AR,Arkansas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
872,US,United States,IL,Illinois,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
873,CA,Canada,QC,Quebec,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
876,JM,Jamaica,JM,Jamaica,Caribbean,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
878,US,United States,PA,Pennsylvania,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
879,CA,Canada,NL,Newfoundland and Labrador,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
901,US,United States,TN,Tennessee,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
902,CA,Canada,PE,Prince Edward Island,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
903,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
904,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
905,CA,Canada,ON,Ontario,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
906,US,United States,MI,Michigan,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
907,US,United States,AK,Alaska,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
908,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
909,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
910,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
912,US,United States,GA,Georgia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
913,US,United States,KS,Kansas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
914,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
915,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
916,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
917,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
918,US,United States,OK,Oklahoma,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
919,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
920,US,United States,WI,Wisconsin,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
924,US,United States,MN,Minnesota,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
925,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
928,US,United States,AZ,Arizona,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
929,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
930,US,United States,IN,Indiana,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
931,US,United States,TN,Tennessee,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
934,US,United States,NY,New York,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
936,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
937,US,United States,OH,Ohio,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
938,US,United States,AL,Alabama,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
939,US,United States,PR,PR,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
940,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
941,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
942,CA,Canada,ON,Ontario,CA,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
943,US,United States,GA,Georgia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
945,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
947,US,United States,MI,Michigan,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
948,US,United States,VA,Virginia,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
949,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
951,US,United States,CA,California,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
952,US,United States,MN,Minnesota,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
954,US,United States,FL,Florida,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
956,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
959,US,United States,CT,Connecticut,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
970,US,United States,CO,Colorado,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
971,US,United States,OR,Oregon,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
972,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
973,US,United States,NJ,New Jersey,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
975,US,United States,MO,Missouri,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
978,US,United States,MA,Massachusetts,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
979,US,United States,TX,Texas,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
980,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
983,US,United States,CO,Colorado,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
984,US,United States,NC,North Carolina,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
985,US,United States,LA,Louisiana,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
986,US,United States,ID,Idaho,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true
989,US,United States,MI,Michigan,US,2025-07-12 13:48:49.254+00,2025-07-25 02:02:05.038082+00,Uploaded from LERG file on 2025-07-12T13:48:49.254Z,true